AT,AP,AH,AFDP,GTEP,TIT,TAT,CDP,TEY,CO,NOX
24.116,1015.1,67.004,4.823,30.079,1099.8,537.32,13.432,151.3,1.4139,58.135
26.613,1008.8,79.496,4.1094,25.415,1081.0,549.88,11.935,129.53,1.5879,51.306
5.7108,1024.5,92.48,4.1969,34.919,1099.9,521.49,14.465,168.54,1.0446,63.219
16.513,1011.8,99.344,4.3558,25.038,1080.5,549.74,11.933,133.99,1.5729,59.129
14.368,1019.9,77.007,3.3314,23.873,1076.9,549.69,11.815,130.7,2.5786,56.596
-6.2348,1035.8,63.962,4.2868,36.2,1099.7,519.5,14.899,176.91,2.2209,53.308
22.167,1004.1,79.469,5.1767,25.327,1087.8,549.57,12.041,132.75,1.278,68.389
18.111,1012.0,80.995,3.8451,22.951,1077.1,549.7,11.368,125.52,2.9166,66.264
21.34,1012.2,86.332,4.4066,20.208,1059.3,550.02,10.486,111.62,3.5576,58.566
26.936,1009.2,84.154,4.3082,25.693,1079.2,548.69,11.959,128.18,2.0293,51.053
9.6982,1015.2,84.055,2.5269,19.145,1043.9,542.25,10.434,109.25,11.616,107.76
9.5736,1020.5,85.577,2.6069,23.015,1044.0,548.96,10.264,108.36,6.9955,78.298
8.4878,1029.7,84.409,5.5004,33.163,1099.9,525.06,14.323,164.46,1.726,66.405
29.679,1013.2,57.647,4.7218,24.679,1085.7,549.92,11.903,126.96,2.2385,61.041
25.718,1010.1,69.664,3.8835,25.704,1091.5,550.33,12.056,133.59,0.57679,60.825
7.7957,1015.9,91.72,2.8955,22.688,1076.2,548.49,11.526,129.64,4.2641,84.264
20.883,1006.0,74.142,2.6572,19.627,1054.7,549.96,10.47,108.64,5.161,56.463
20.73,1009.0,77.435,3.8294,24.547,1078.7,550.29,11.856,130.61,1.6897,47.657
28.176,1013.5,59.647,4.0944,25.924,1093.5,549.67,12.234,133.79,0.18162,61.185
7.2934,1019.1,81.496,2.785,19.536,1045.6,545.91,10.581,112.62,7.3152,82.026
8.0251,1024.1,98.367,3.6142,24.817,1077.9,550.04,11.838,134.76,1.3255,61.599
26.813,1015.4,48.361,3.9889,24.927,1081.5,549.84,11.993,130.13,2.0371,57.626
24.43,1012.3,83.401,4.8452,29.15,1100.1,542.91,12.912,144.32,1.1859,63.877
17.352,1011.5,92.603,2.9233,19.595,1055.8,549.98,10.406,109.77,4.0365,58.506
13.399,1009.7,93.546,2.4891,19.192,1052.0,548.72,10.414,109.51,6.0682,76.517
21.83,1012.6,81.159,3.6311,25.077,1087.9,550.18,12.027,131.88,2.3023,62.635
31.839,1011.2,41.953,4.2425,26.501,1095.4,550.05,12.344,133.72,0.4112,68.342
22.852,1016.1,71.116,5.2952,25.685,1092.1,549.83,12.15,134.32,2.364,82.42
24.919,1005.2,91.419,5.0085,29.275,1099.7,548.44,13.0,144.38,1.3768,54.075
12.211,1028.4,72.122,4.1039,28.869,1097.0,544.05,13.093,150.25,2.9169,56.446
18.045,1012.1,99.62,4.8373,30.318,1094.5,542.15,13.151,148.33,1.2528,59.059
17.902,1007.7,84.614,3.1225,19.836,1058.1,550.06,10.476,111.75,2.7741,62.539
21.428,1013.3,75.888,3.9383,25.508,1091.9,550.22,12.054,134.73,1.1243,65.329
16.893,1011.9,86.352,4.1475,31.142,1099.9,536.11,13.468,152.34,0.87045,64.872
24.637,1001.7,51.006,3.0199,20.032,1056.9,549.95,10.463,108.9,3.8849,60.324
8.3259,1017.5,98.154,3.9123,31.198,1097.0,532.92,13.579,156.36,1.6802,72.914
8.3057,1023.7,92.727,4.278,20.041,1036.0,534.4,10.601,110.66,9.0291,99.87
11.725,1017.5,94.471,4.277,24.249,1085.8,550.0,11.875,133.69,1.6703,77.201
13.936,1014.4,96.339,3.8104,31.393,1099.5,534.31,13.544,155.97,0.6709,65.732
29.122,1003.8,63.808,4.2612,25.69,1081.4,550.04,11.911,128.87,1.2969,52.263
14.466,1018.9,87.268,3.9446,24.193,1086.9,550.03,11.824,133.69,1.3879,74.046
9.0694,1015.3,56.814,5.3591,33.094,1100.2,527.11,14.159,163.33,1.0003,69.05
17.365,1013.2,84.968,3.4181,25.584,1089.4,550.05,11.988,134.07,1.1938,69.3
18.817,1020.7,49.74,4.2364,37.474,1100.0,539.69,13.518,151.95,2.6069,56.181
20.693,1011.4,62.728,3.0643,21.697,1061.7,549.86,11.014,118.5,3.0457,53.043
14.431,1016.7,84.643,2.5955,21.75,1002.9,511.04,10.943,107.18,34.82,66.005
14.533,1027.3,74.7,5.1686,31.891,1100.3,530.6,13.997,157.5,0.63117,66.195
18.179,1013.1,94.659,3.581,19.377,1055.3,550.04,10.422,109.72,4.4172,61.118
21.382,1011.6,79.436,4.3747,19.887,1057.3,550.16,10.503,110.74,3.1511,65.217
21.872,1017.6,76.427,3.351,19.737,1057.4,550.07,10.48,109.74,4.4211,55.71
14.974,995.08,86.811,3.6474,25.358,1076.6,550.15,11.904,133.16,1.1793,59.98
20.639,1007.5,91.44,4.6117,30.297,1100.0,544.99,13.192,150.12,1.1661,57.038
21.144,1005.8,64.261,3.011,24.801,1087.1,550.38,11.945,132.59,1.3363,74.849
32.632,1012.6,54.35,4.2086,24.623,1075.5,550.16,11.768,122.58,1.9569,51.436
31.585,1009.7,49.808,6.0582,29.649,1100.0,542.3,13.054,146.27,1.078,69.614
15.116,1014.8,64.169,3.0143,26.717,1065.9,549.65,11.324,122.76,1.1864,63.662
21.599,1007.9,89.376,4.7064,31.064,1100.0,542.27,13.359,151.25,1.444,57.373
4.4809,1017.0,88.21,4.0757,34.268,1099.9,522.96,14.361,168.06,0.41879,63.952
10.037,1018.3,75.194,4.3316,33.574,1099.9,527.65,14.122,161.5,2.3439,79.582
1.9991,1020.1,68.978,2.8169,23.247,1083.4,549.96,11.678,135.07,3.1459,91.952
25.867,1009.1,91.847,3.5173,20.312,1058.7,550.05,10.633,110.28,4.8213,43.7
18.473,1017.5,97.197,3.141,18.573,1047.6,547.71,10.108,104.72,6.9042,73.42
15.165,1009.0,83.309,4.2204,30.216,1100.2,543.02,13.378,152.08,1.5961,54.246
25.993,1016.0,58.56,4.3973,30.433,1100.1,537.81,13.417,150.98,1.5008,69.788
15.564,1007.5,87.372,3.6945,25.747,1088.6,549.95,11.98,134.52,1.3112,60.81
22.583,1013.2,71.327,4.4309,31.45,1100.2,534.23,13.59,154.47,1.3545,58.131
25.225,1012.6,56.873,3.9269,24.969,1081.8,550.35,11.92,130.64,2.05,57.278
8.7218,1019.2,99.584,2.9016,21.406,1059.6,543.67,11.02,120.1,8.5349,101.03
5.0607,1005.9,71.686,3.0629,23.388,1073.8,550.19,11.531,132.2,3.7188,77.452
7.7149,1016.2,82.8,4.4831,24.137,1084.3,549.91,11.795,134.32,1.2061,79.594
19.653,1010.0,89.851,3.7069,24.862,1088.6,550.16,11.982,133.71,0.71025,61.785
16.824,1017.3,93.531,4.29,23.543,1073.4,549.82,11.52,126.66,2.249,57.22
23.122,1011.9,94.036,4.2459,25.139,1089.8,550.41,12.062,133.19,1.7948,58.615
29.541,1011.0,41.998,4.4849,30.578,1100.1,538.09,13.42,149.66,0.3062,57.13
26.429,1013.5,71.625,3.7454,24.021,1082.2,550.08,11.717,126.74,1.2314,54.786
15.69,1022.1,72.183,3.6834,25.311,1079.4,549.97,11.886,133.43,1.0015,59.152
7.5069,1004.0,97.231,5.9784,32.733,1100.1,530.91,13.853,161.6,0.2061,66.699
4.8703,1021.4,80.508,3.7381,23.123,1083.5,549.96,11.679,134.45,1.3425,85.455
25.255,1011.1,79.773,4.3595,30.282,1099.8,544.19,13.215,148.03,1.4966,55.385
18.77,1012.2,87.697,4.2796,30.218,1099.9,543.16,13.311,151.08,1.3011,48.271
7.1251,1017.4,87.566,2.9702,23.392,1082.7,549.95,11.692,133.04,2.3449,83.303
11.814,1020.2,89.739,2.6372,19.257,1038.6,546.79,10.163,108.3,3.7781,70.059
20.615,1012.4,98.786,3.2107,19.996,1059.1,549.98,10.713,111.77,2.1856,54.322
23.351,1009.3,83.973,4.617,30.909,1100.1,544.03,13.26,149.87,1.3852,55.837
14.796,1017.2,97.839,2.2231,19.016,1053.9,549.82,10.417,109.48,4.7817,58.315
19.237,1005.2,76.633,2.6618,19.772,1055.4,549.97,10.51,109.44,5.0275,61.494
20.946,1018.6,59.614,4.2471,30.92,1099.9,540.19,13.474,151.53,1.6098,51.543
16.674,1022.8,91.098,3.8418,21.187,1059.7,550.05,10.976,116.46,3.8086,62.115
15.637,1020.2,95.231,4.1305,31.911,1099.9,534.28,13.628,152.97,1.6227,74.354
18.673,1008.8,80.491,4.2331,19.976,1058.4,550.03,10.509,112.14,3.2409,64.155
15.85,1010.9,55.258,3.748,25.562,1088.0,549.97,11.937,133.9,0.87592,63.87
23.314,1011.6,47.709,3.9198,28.776,1099.2,548.12,12.919,144.98,1.8808,63.217
16.707,1012.7,93.274,3.0253,19.344,1057.1,549.9,10.458,111.77,2.9299,64.655
21.981,1003.7,64.633,3.8733,25.094,1088.8,550.19,11.979,133.73,2.1156,67.56
16.766,1017.5,91.651,2.8176,24.581,1087.3,549.77,11.999,133.68,1.3874,58.321
21.016,1015.7,65.593,3.7444,23.986,1077.4,549.83,11.808,128.93,2.0956,58.123
1.2858,1021.6,76.732,2.8377,23.483,1076.2,549.68,11.737,133.58,2.3833,82.515
15.094,1016.9,96.428,3.2059,25.338,1088.8,550.09,12.029,135.01,0.78624,60.855
32.416,1011.0,40.124,4.2566,26.538,1095.7,550.11,12.362,133.74,0.93279,69.911
30.225,1007.2,51.938,4.3128,25.911,1092.0,550.02,12.273,132.23,1.14,62.819
15.971,1004.8,79.511,3.5212,19.273,1055.5,550.03,10.492,111.4,3.5252,76.689
28.856,1007.2,53.658,3.3518,20.923,1063.2,549.96,10.915,112.77,1.6177,54.258
9.714,1003.6,92.97,6.1817,32.415,1100.0,531.4,13.808,160.6,0.81432,67.689
10.654,1010.7,87.071,4.0029,32.713,1100.1,529.84,13.945,161.53,3.0316,86.299
6.4229,1018.4,95.204,3.5479,24.989,1077.9,549.69,11.81,135.41,1.2311,63.983
13.361,1006.8,98.638,2.6895,19.381,1052.4,548.01,10.52,110.42,7.281,88.673
26.627,1016.7,52.271,4.0097,25.362,1080.7,549.98,11.908,128.51,1.971,52.695
17.665,999.37,67.9,2.962,21.928,1067.8,550.17,10.957,118.85,3.3455,68.456
12.591,1020.3,95.392,4.9916,27.831,1099.8,545.35,12.856,148.04,1.6741,75.4
17.531,1005.1,92.319,3.362,23.403,1072.6,549.79,11.647,127.1,2.6734,46.413
11.244,1009.3,97.468,4.4812,31.823,1100.0,531.65,13.826,159.7,0.9171,62.687
31.517,1008.3,57.352,4.5061,29.708,1100.0,541.7,13.152,145.72,0.32276,55.855
16.351,1016.9,61.392,3.3686,28.622,1082.0,549.92,12.054,133.91,2.9258,60.382
6.6964,1023.2,82.149,4.238,23.895,1087.5,549.7,12.028,134.49,0.81375,83.499
26.428,1010.1,69.635,4.4335,25.985,1093.5,550.28,12.196,134.86,1.7941,64.005
17.778,1016.7,66.988,3.3193,24.112,1077.1,549.97,11.67,129.93,2.6115,54.469
30.614,1010.2,41.028,4.4681,27.367,1099.6,549.86,12.503,137.73,1.2232,76.054
8.572,1014.8,95.375,4.5438,20.839,1058.3,545.62,10.866,118.17,3.4761,77.738
16.659,1007.0,92.176,4.9023,29.488,1100.1,539.86,13.314,151.32,1.2012,68.779
20.26,1005.6,86.535,3.1074,20.254,1060.3,549.97,10.671,113.18,1.6159,58.828
11.27,1006.0,99.209,3.0595,23.404,1078.5,549.66,11.606,129.48,2.9515,81.573
16.364,1012.1,92.044,5.3653,31.335,1099.9,533.43,13.693,156.68,0.81265,65.45
14.751,1011.4,95.517,4.2423,24.538,1086.7,549.97,11.889,133.77,1.2838,71.192
29.166,1015.3,38.534,4.08,26.131,1094.8,549.63,12.169,133.74,1.3272,71.902
16.715,1007.6,93.542,3.1486,19.841,1048.7,550.24,10.481,108.97,5.5807,57.057
7.5562,1017.3,83.763,2.9886,23.577,1083.9,550.03,11.826,134.01,3.1669,84.451
20.729,1016.2,87.139,2.9889,19.603,1058.0,549.71,10.57,110.93,2.1836,58.838
23.855,1010.1,99.401,4.0355,23.681,1070.9,550.27,11.485,123.01,2.0888,46.965
4.6373,1025.1,79.519,4.0998,33.421,1099.9,531.36,14.141,164.59,2.5633,58.132
9.0215,1027.5,81.255,3.3898,24.322,1077.0,550.04,11.926,134.18,4.4731,66.666
8.1023,1021.1,69.083,3.8635,33.454,1100.0,532.8,14.013,162.42,0.5614,57.627
13.064,1013.7,91.424,4.3024,19.3,1054.2,549.66,10.378,110.64,3.5013,76.39
20.135,1015.2,92.812,3.1721,19.528,1057.3,549.85,10.523,110.79,2.8057,53.672
27.616,1018.4,41.262,4.3652,30.865,1100.0,541.66,13.416,151.33,1.5278,48.547
18.605,1020.9,81.499,5.5144,30.894,1099.9,539.01,13.672,153.96,1.2885,54.478
11.44,1022.5,90.755,4.0718,23.801,1083.7,550.01,11.841,132.38,2.2309,81.64
12.673,1007.1,97.222,2.5266,18.418,1040.1,545.4,10.059,103.4,7.5783,82.973
12.961,1019.6,85.383,2.63,22.904,1063.2,550.16,11.17,121.05,2.0155,66.79
15.63,1012.2,81.792,3.6052,25.816,1080.5,549.99,12.001,135.15,1.2125,60.358
20.727,1016.3,89.74,4.4549,25.137,1089.0,549.98,11.943,132.99,2.3267,64.319
15.567,998.06,92.859,3.2909,24.753,1086.6,549.98,11.972,134.24,1.7394,76.074
8.3597,1016.3,95.043,4.5126,19.653,1043.8,541.48,10.566,110.69,6.334,100.83
13.065,1022.9,48.274,3.3088,23.718,1076.8,550.1,11.832,130.8,2.8825,63.624
22.264,1006.7,89.143,3.0821,19.833,1057.6,550.04,10.54,110.75,2.5589,54.009
30.898,1010.7,43.174,3.9663,25.958,1092.9,549.81,12.225,133.2,1.206,70.316
14.654,1008.0,96.467,3.1689,23.823,1079.5,550.3,11.642,128.5,1.4164,61.105
13.252,1006.5,83.518,3.6807,25.86,1080.9,550.17,11.942,136.51,1.7061,62.933
5.5423,1021.1,78.277,3.4293,24.305,1084.3,550.15,11.852,134.51,1.4073,66.366
4.7103,1003.0,92.874,3.2741,23.146,1067.2,550.15,11.45,127.67,1.263,65.275
19.101,1008.6,83.062,4.3643,25.352,1089.7,550.16,12.03,134.26,2.4755,68.209
12.699,1019.1,64.24,4.2756,30.474,1099.9,532.8,13.738,158.64,1.0355,64.306
25.821,995.96,87.788,4.3805,29.814,1099.7,542.31,12.985,144.79,0.29288,57.974
15.948,1017.7,69.325,4.458,31.459,1100.5,533.33,13.821,156.34,1.2752,69.527
8.1554,1020.2,68.694,2.5112,21.454,1063.4,549.57,11.054,122.43,2.8045,74.336
17.241,1007.9,78.178,3.4797,25.117,1081.6,550.04,12.016,134.4,1.8274,55.988
15.342,1015.1,74.078,3.3222,23.676,1075.9,549.67,11.64,129.82,2.6599,55.697
27.166,1014.9,63.018,4.0423,25.826,1093.2,549.87,12.241,133.81,0.12991,60.097
19.298,1006.3,83.152,3.7815,24.303,1077.1,549.97,11.783,129.89,1.7153,54.406
22.356,1010.4,79.669,4.6816,33.139,1100.1,534.44,13.896,155.46,1.7359,54.779
16.186,1020.4,78.364,3.9948,24.437,1087.9,550.13,11.984,133.72,2.0225,75.36
15.257,1007.8,88.926,3.6777,25.421,1087.3,550.13,11.924,133.54,1.2595,59.286
14.895,1009.7,90.017,4.2623,24.938,1087.6,550.09,11.953,133.68,1.6206,69.889
22.603,1016.7,82.356,2.8682,19.697,1049.9,550.0,10.454,109.05,4.6143,48.596
27.705,1010.9,68.57,4.1409,25.638,1090.3,550.4,12.206,132.83,0.97711,64.663
16.403,1019.1,92.142,3.2307,25.128,1087.9,549.91,12.044,133.52,0.90873,59.818
22.565,1017.5,71.882,4.6787,30.747,1099.9,540.83,13.436,151.26,1.7982,53.004
6.9969,1015.0,83.275,4.0668,34.355,1100.0,534.21,14.0,162.2,2.4747,59.827
2.629,1001.0,90.443,3.4542,24.862,1078.0,549.87,11.844,135.85,0.79533,67.632
11.527,1008.5,86.441,3.5105,27.69,1089.8,540.87,12.681,144.36,1.2472,74.601
30.788,1009.2,57.404,6.126,30.013,1100.1,540.66,13.23,147.04,1.2609,52.799
14.647,1009.2,92.899,4.0307,24.27,1086.2,550.27,11.936,133.69,0.94713,67.949
26.12,1008.6,75.23,3.8332,22.216,1070.0,550.15,11.132,118.1,3.6387,55.711
10.158,1028.7,80.665,4.6806,32.792,1099.8,532.53,14.027,161.85,2.0149,47.629
19.201,1018.2,43.612,3.0993,20.293,1062.5,549.86,10.716,115.09,2.7112,75.682
8.5592,1016.8,82.746,2.7506,21.593,1046.8,545.22,10.71,114.15,6.8793,82.49
30.048,1005.2,63.754,5.1979,29.875,1100.0,547.61,13.006,145.91,1.8612,57.102
11.159,1025.4,74.867,4.4787,32.279,1099.9,533.82,13.973,159.65,2.623,50.368
18.993,1002.1,65.438,3.8359,18.427,1035.7,541.14,9.9286,102.76,7.8371,94.306
31.363,1009.6,49.718,3.8393,23.387,1076.2,549.99,11.384,120.65,2.5152,59.235
7.3294,1024.7,71.742,4.0162,32.727,1099.9,534.04,13.976,161.61,2.8236,59.003
28.573,1000.7,67.669,3.9453,26.103,1093.0,550.02,12.233,133.78,0.43594,59.148
12.102,1008.4,96.926,3.9732,26.984,1085.5,546.88,12.403,141.14,1.4736,65.694
9.1842,1017.8,68.516,2.5237,21.473,1063.2,550.36,11.169,122.16,2.3341,71.366
8.3002,1004.3,91.388,3.6896,28.084,1094.9,549.98,12.669,149.54,0.90955,81.474
15.411,1011.8,92.599,5.3333,31.241,1100.0,533.39,13.7,157.1,1.158,67.123
18.356,1003.9,95.321,5.4561,25.078,1087.8,549.78,12.004,133.71,1.4681,68.557
28.618,1005.9,57.118,4.0056,25.759,1092.7,549.56,12.028,133.73,0.85983,65.837
18.865,1007.6,69.807,3.7502,26.87,1091.5,549.91,12.458,141.0,1.7509,56.739
27.824,1005.2,49.943,3.5084,25.41,1081.8,549.9,12.1,131.41,2.8923,53.96
28.268,1014.1,51.269,4.3319,29.834,1100.0,545.24,13.165,147.8,1.0133,54.399
5.8658,1016.0,71.472,3.9016,23.179,1081.4,550.15,11.613,132.81,1.639,85.094
22.39,1012.6,92.118,3.8781,25.172,1079.1,550.24,11.852,129.1,1.9261,45.835
13.516,1009.2,86.41,4.0608,31.719,1099.9,533.42,13.704,157.15,1.428,69.0
20.864,1016.1,89.474,2.9824,18.626,1050.6,549.9,10.222,105.11,3.6967,58.064
26.205,1013.5,78.374,4.6147,29.598,1100.1,545.85,13.154,146.13,1.0854,50.176
23.595,1013.9,79.612,2.9986,20.173,1052.6,550.17,10.61,110.31,3.9271,45.306
7.4565,1010.5,98.46,3.7369,25.086,1077.5,550.25,11.805,135.6,1.3643,64.621
16.453,1004.1,98.634,2.6618,19.252,1052.6,550.05,10.331,108.14,2.8478,55.466
13.171,1013.0,81.797,2.5264,22.512,1051.3,549.35,10.649,113.29,6.1061,72.571
27.628,1009.7,59.539,4.0119,25.359,1079.9,550.08,11.832,128.36,0.87802,45.692
12.51,1015.7,56.475,4.3903,25.103,1091.5,550.03,12.147,133.67,1.3122,82.164
27.384,1013.7,63.951,4.3994,25.855,1093.7,550.44,12.268,134.47,0.68089,60.16
20.946,1009.2,62.565,3.528,29.434,1083.5,550.01,12.021,134.26,2.1343,56.303
30.711,1004.9,60.586,4.34,29.784,1099.9,546.67,13.058,145.57,1.1689,53.591
16.607,1025.7,70.493,5.5319,31.056,1099.9,537.56,13.683,153.99,1.3506,61.343
3.3018,1016.9,84.502,4.3844,25.86,1087.8,543.46,12.498,142.84,2.7253,60.38
9.3525,1019.9,98.13,3.0938,24.172,1085.6,549.99,11.838,134.13,1.5236,81.394
10.304,1020.0,94.514,4.1029,19.554,1049.6,545.46,10.56,110.57,4.7454,87.975
5.5764,1019.9,88.656,4.0565,23.921,1085.9,550.1,11.891,133.66,0.89053,80.981
4.0853,1028.6,78.907,4.2313,33.802,1100.1,530.61,14.343,167.98,1.0875,77.985
8.5438,1018.1,91.622,2.664,19.767,1040.4,537.7,10.559,110.66,12.644,116.85
4.5756,1018.1,94.388,2.8035,22.812,1079.0,549.12,11.585,130.81,2.462,87.938
16.875,1011.2,89.136,2.9618,19.205,1055.5,549.79,10.483,110.75,3.276,63.868
12.576,1011.6,91.432,2.6655,18.908,1052.9,549.76,10.382,109.18,5.1838,79.079
22.847,1005.5,95.616,3.8484,22.31,1071.9,549.97,11.2,120.5,2.3771,50.826
25.89,1014.6,51.157,4.3726,25.741,1092.7,550.17,12.216,133.77,1.6423,70.012
26.513,1005.9,53.937,4.6983,30.389,1100.2,540.11,13.272,148.86,1.174,69.761
13.416,1010.4,86.73,2.7268,23.1,1067.3,549.83,11.384,124.45,1.6727,64.077
13.838,1017.4,84.254,4.0711,29.489,1095.2,539.66,13.356,151.81,0.42876,60.068
14.767,1017.2,85.417,2.9226,20.74,1063.3,549.55,10.882,115.99,4.8904,72.54
21.783,1008.5,59.803,3.4986,30.689,1083.1,550.04,12.091,133.58,1.7262,57.844
20.432,1015.5,61.707,3.6422,24.876,1081.1,549.34,11.984,132.45,2.3146,53.81
15.42,1019.5,91.24,4.8591,30.907,1100.1,532.72,13.656,156.32,1.0935,64.169
25.213,1004.4,95.005,4.1468,24.94,1077.6,550.32,11.823,127.67,1.6205,45.507
27.547,1014.7,50.545,4.35,30.511,1100.0,543.29,13.294,149.37,1.3526,47.381
27.782,1012.1,75.681,4.0467,24.017,1072.0,549.85,11.601,122.76,2.1425,47.216
9.8347,1029.5,66.036,5.9046,33.526,1100.2,526.31,14.179,162.75,0.28788,59.693
15.574,998.64,77.249,3.7126,25.678,1079.1,549.94,11.999,135.09,1.3285,64.12
15.877,1010.6,90.297,3.7061,25.115,1081.4,550.02,12.006,134.82,1.6383,61.649
11.955,1014.3,90.076,3.6316,25.057,1086.9,550.11,11.951,134.34,1.513,62.13
9.025,1015.1,69.365,4.0526,23.667,1084.5,550.03,11.841,133.76,1.6683,78.971
18.107,1014.7,86.125,5.2405,25.196,1090.2,550.14,12.021,134.91,3.3667,87.951
14.048,1018.7,82.916,4.1348,24.265,1087.0,549.9,11.966,133.52,1.634,70.008
13.702,1007.6,96.477,3.2708,24.155,1084.9,550.13,11.9,132.97,1.9342,74.907
16.996,1019.1,58.024,3.3393,23.951,1077.0,550.26,11.81,129.92,3.1494,58.737
24.657,1005.7,65.915,4.1154,25.978,1092.3,549.68,12.166,135.25,1.2642,66.493
18.508,1004.2,100.0,4.1323,24.232,1072.9,549.04,11.672,128.06,2.2462,54.543
18.995,1002.6,86.563,4.2229,29.842,1100.1,541.24,13.181,149.71,1.1209,66.723
12.568,1021.6,82.317,3.2934,24.302,1086.7,550.03,11.955,134.36,1.9844,75.01
9.8746,1022.6,93.704,3.7497,22.473,1077.5,549.68,11.555,128.32,2.5252,79.491
16.424,1020.2,48.106,4.4546,30.875,1100.1,531.62,13.89,156.72,2.5781,70.374
27.018,1014.7,60.039,4.3637,25.682,1092.1,549.85,12.171,132.8,1.5602,65.986
8.6778,1022.7,66.29,2.6327,19.87,1046.3,549.55,10.343,109.29,6.6523,75.075
21.251,1006.3,71.272,3.6492,24.654,1087.0,549.84,11.916,132.74,0.99701,65.666
9.1563,1023.5,68.558,3.3996,23.666,1076.5,549.57,11.773,131.3,3.4791,65.378
14.914,1005.3,83.735,3.6221,25.481,1078.7,550.16,11.867,134.34,1.2936,61.366
25.954,1017.2,57.899,4.3427,27.215,1099.1,548.21,12.644,139.23,1.4072,70.742
25.074,1005.2,88.024,3.4735,20.948,1053.6,549.67,10.628,110.65,4.0539,47.58
21.131,1007.3,93.67,4.0126,25.049,1089.1,550.04,12.148,133.36,1.4512,61.339
2.8271,1029.6,53.567,4.3085,35.693,1100.0,527.83,14.421,167.69,2.1031,59.758
23.255,1010.4,87.004,4.5549,25.469,1090.1,549.73,12.066,133.51,2.1735,62.298
16.06,1015.5,90.212,3.1924,25.138,1087.7,550.07,11.945,134.15,0.85464,62.802
11.168,1020.3,98.541,3.1693,24.252,1086.4,549.98,11.838,133.97,1.6194,78.898
23.709,1012.5,94.043,4.3972,25.326,1090.0,550.22,11.987,133.28,1.9455,58.362
3.6869,1022.3,61.818,5.3161,32.949,1099.9,526.78,14.183,166.05,0.57932,66.927
8.3076,1028.1,82.966,4.1355,23.722,1086.2,549.94,11.916,134.73,1.042,80.634
33.188,1011.4,44.376,4.5359,27.09,1097.2,550.02,12.409,133.82,1.9447,74.693
11.963,1026.0,82.888,5.1563,32.486,1100.2,527.97,14.047,161.28,0.87081,61.647
28.338,1011.2,53.407,4.6517,26.136,1094.3,549.99,12.236,134.38,0.71207,63.38
20.85,1011.3,88.646,3.718,25.277,1090.3,549.93,12.051,134.75,0.65022,61.578
25.704,1015.1,50.631,3.3677,19.766,1057.1,550.0,10.504,108.42,3.1535,56.593
23.627,1012.6,91.546,3.9463,19.681,1055.5,550.01,10.455,107.62,4.4908,47.483
4.6514,1011.4,92.019,2.5705,19.451,1053.6,547.67,10.495,112.34,6.5834,111.96
6.9868,1016.9,86.85,3.9271,19.942,1037.3,535.4,10.579,111.75,8.5888,95.833
9.7865,1010.8,90.509,5.5078,29.266,1086.9,534.48,12.997,147.51,1.848,78.326
29.844,1007.7,64.36,4.2228,25.683,1081.3,549.84,12.029,128.61,1.7483,52.758
11.956,1014.6,94.323,2.389,19.4,1047.2,544.37,10.442,109.73,7.4367,89.491
26.537,1007.6,75.293,3.9683,25.538,1080.1,550.36,11.997,129.14,1.8655,50.091
28.453,1013.5,49.125,3.8707,25.963,1093.4,549.78,12.261,134.28,0.51976,67.06
28.704,1010.2,60.194,4.16,25.747,1082.5,550.06,12.025,129.51,1.7531,57.64
21.985,1007.9,51.844,3.8208,25.783,1083.4,549.93,11.986,134.46,1.7147,68.088
31.274,1005.9,63.569,4.8827,30.48,1100.1,540.28,13.15,146.33,0.84399,54.921
16.078,1008.9,98.309,4.5432,19.368,1054.0,550.02,10.4,109.56,3.741,71.089
15.433,1010.8,82.806,2.6984,18.994,1046.0,549.9,10.277,108.45,5.2971,57.202
25.263,1013.6,72.942,4.0537,25.856,1093.2,550.08,12.108,134.38,0.45504,62.15
13.833,1013.4,75.535,3.1723,28.782,1075.2,549.97,11.675,129.91,3.2947,63.758
23.515,1014.1,76.391,3.236,20.089,1059.3,550.02,10.678,110.78,3.1267,57.792
9.2516,1006.5,98.818,4.1199,32.414,1098.6,530.48,13.781,159.82,0.44413,68.748
0.58759,1011.3,100.2,6.4027,33.356,1099.8,525.81,14.178,168.98,0.19734,66.698
21.123,1014.9,95.453,4.5447,25.267,1090.0,550.07,12.057,133.51,1.6651,61.795
27.42,1008.1,55.988,4.2688,30.702,1100.1,543.35,13.302,149.34,0.77947,51.343
4.5002,1010.2,90.598,3.8312,23.585,1084.7,549.73,11.882,133.82,1.1801,82.824
15.321,1006.9,100.11,4.561,24.591,1086.6,550.04,11.875,133.83,1.3861,68.05
13.084,1014.7,94.014,3.354,24.381,1073.2,549.64,11.634,130.47,1.4094,60.217
14.496,1028.1,76.095,3.2262,18.968,1052.7,547.44,10.486,110.16,4.3761,79.185
28.547,1015.0,61.268,3.9107,20.823,1063.0,549.93,10.83,111.31,3.2855,52.912
16.704,1006.2,89.334,4.5003,31.597,1099.9,533.76,13.643,156.31,0.72833,61.761
10.703,1027.6,75.031,3.9705,23.942,1085.7,549.95,11.934,133.75,1.5739,80.457
6.537,1022.8,63.733,4.1902,36.003,1099.9,531.87,14.099,163.87,2.448,60.209
9.4249,1010.1,98.988,2.806,19.28,1045.9,544.0,10.309,109.94,8.5994,98.947
